country,zip,"Geocodio Latitude","Geocodio Longitude","Geocodio Accuracy Score","Geocodio Accuracy Type","Geocodio Address Line 1","Geocodio Address Line 2","Geocodio Address Line 3","Geocodio House Number","Geocodio Street","Geocodio Unit Type","Geocodio Unit Number","Geocodio City","Geocodio State","Geocodio County","Geocodio Postal Code","Geocodio Country","Geocodio Source","Geocodio Stable Address Key","Statcan Census Division id","Statcan Census Division Name","Statcan Census Division Type","Statcan Census Division Type Description","Statcan Census Consolidated Subdivision id","Statcan Census Consolidated Subdivision Name","Statcan Census Subdivision id","Statcan Census Subdivision Name","Statcan Census Subdivision Type","Statcan Census Subdivision Type Description","Statcan Census Economic Region","Statcan Census Statistical Area Code","Statcan Census Statistical Area Code Description","Statcan Census Statistical Area Type","Statcan Census Statistical Area Type Description","Statcan Census CMA/CA id","Statcan Census CMA/CA Name","Statcan Census CMA/CA Type","Statcan Census CMA/CA Type Description","Statcan Census Tract","Statcan Census Year","Provincial/Territorial Riding OCD ID","Provincial/Territorial Riding Name (French)","Provincial/Territorial Riding Name (English)","Provincial/Territorial Riding Source","Federal Riding Code","Federal Riding OCD ID","Federal Riding Name (French)","Federal Riding Name (English)","Federal Riding Source"
Canada,M9W1J1,43.690906,-79.578171,1,place,,,"Etobicoke, ON M9W",,,,,Etobicoke,ON,,M9W,CA,"CanVec+ by Natural Resources Canada",,3520,Toronto,CDR,"Census division / Division de recensement CT County / Comté",3520005,Toronto,3520005,Toronto,C,"City / Cité",Toronto,535,"CMA or CA",1,"Census subdivision within census metropolitan area",535,Toronto,B,"Census metropolitan area (CMA)",5350247.01,2021,ocd-division/country:ca/province:on/ed:30-2015,"Etobicoke North","Etobicoke North","Elections Ontario",35031,ocd-division/country:ca/ed:35031-2023,Etobicoke-Nord,"Etobicoke North","Federal Redistribution"
Canada,M5S2P1,43.659855,-79.407985,1,place,,,"Toronto, ON M5S",,,,,Toronto,ON,,M5S,CA,"CanVec+ by Natural Resources Canada",,3520,Toronto,CDR,"Census division / Division de recensement CT County / Comté",3520005,Toronto,3520005,Toronto,C,"City / Cité",Toronto,535,"CMA or CA",1,"Census subdivision within census metropolitan area",535,Toronto,B,"Census metropolitan area (CMA)",5350059.00,2021,ocd-division/country:ca/province:on/ed:university-rosedale,"University - Rosedale","University - Rosedale","Elections Ontario",35112,ocd-division/country:ca/ed:35112-2023,University—Rosedale,University—Rosedale,"Federal Redistribution"
Canada,M2J4R1,43.77009,-79.32298,1,place,,,"North York, ON M2J",,,,,"North York",ON,,M2J,CA,"CanVec+ by Natural Resources Canada",,3520,Toronto,CDR,"Census division / Division de recensement CT County / Comté",3520005,Toronto,3520005,Toronto,C,"City / Cité",Toronto,535,"CMA or CA",1,"Census subdivision within census metropolitan area",535,Toronto,B,"Census metropolitan area (CMA)",5350301.04,2021,ocd-division/country:ca/province:on/ed:don_valley_north-2015,"Don Valley North","Don Valley North","Elections Ontario",35092,ocd-division/country:ca/ed:35092-2023,Scarborough—Agincourt,Scarborough—Agincourt,"Federal Redistribution"
Canada,M9W6P8,43.716092,-79.59415,1,place,,,"Etobicoke, ON M9W",,,,,Etobicoke,ON,,M9W,CA,"CanVec+ by Natural Resources Canada",,3520,Toronto,CDR,"Census division / Division de recensement CT County / Comté",3520005,Toronto,3520005,Toronto,C,"City / Cité",Toronto,535,"CMA or CA",1,"Census subdivision within census metropolitan area",535,Toronto,B,"Census metropolitan area (CMA)",5350247.01,2021,ocd-division/country:ca/province:on/ed:30-2015,"Etobicoke North","Etobicoke North","Elections Ontario",35031,ocd-division/country:ca/ed:35031-2023,Etobicoke-Nord,"Etobicoke North","Federal Redistribution"
Canada,M6R2K3,43.639469,-79.446825,1,place,,,"Toronto, ON M6R",,,,,Toronto,ON,,M6R,CA,"CanVec+ by Natural Resources Canada",,3520,Toronto,CDR,"Census division / Division de recensement CT County / Comté",3520005,Toronto,3520005,Toronto,C,"City / Cité",Toronto,535,"CMA or CA",1,"Census subdivision within census metropolitan area",535,Toronto,B,"Census metropolitan area (CMA)",5350049.00,2021,ocd-division/country:ca/province:on/ed:parkdale-high_park,"Parkdale - High Park","Parkdale - High Park","Elections Ontario",35105,ocd-division/country:ca/ed:35105-2023,"Taiaiako'n—Parkdale—High Park","Taiaiako'n—Parkdale—High Park","Federal Redistribution"
Canada,M6H3Z5,43.66574,-79.445669,1,place,,,"Toronto, ON M6H",,,,,Toronto,ON,,M6H,CA,"CanVec+ by Natural Resources Canada",,3520,Toronto,CDR,"Census division / Division de recensement CT County / Comté",3520005,Toronto,3520005,Toronto,C,"City / Cité",Toronto,535,"CMA or CA",1,"Census subdivision within census metropolitan area",535,Toronto,B,"Census metropolitan area (CMA)",5350097.04,2021,ocd-division/country:ca/province:on/ed:19-2015,Davenport,Davenport,"Elections Ontario",35022,ocd-division/country:ca/ed:35022-2023,Davenport,Davenport,"Federal Redistribution"
Canada,M6G1M2,43.662437,-79.424478,1,place,,,"Toronto, ON M6G",,,,,Toronto,ON,,M6G,CA,"CanVec+ by Natural Resources Canada",,3520,Toronto,CDR,"Census division / Division de recensement CT County / Comté",3520005,Toronto,3520005,Toronto,C,"City / Cité",Toronto,535,"CMA or CA",1,"Census subdivision within census metropolitan area",535,Toronto,B,"Census metropolitan area (CMA)",5350094.00,2021,ocd-division/country:ca/province:on/ed:university-rosedale,"University - Rosedale","University - Rosedale","Elections Ontario",35112,ocd-division/country:ca/ed:35112-2023,University—Rosedale,University—Rosedale,"Federal Redistribution"
Canada,M5R2T8,43.673632,-79.406914,1,place,,,"Toronto, ON M5R",,,,,Toronto,ON,,M5R,CA,"CanVec+ by Natural Resources Canada",,3520,Toronto,CDR,"Census division / Division de recensement CT County / Comté",3520005,Toronto,3520005,Toronto,C,"City / Cité",Toronto,535,"CMA or CA",1,"Census subdivision within census metropolitan area",535,Toronto,B,"Census metropolitan area (CMA)",5350092.00,2021,ocd-division/country:ca/province:on/ed:university-rosedale,"University - Rosedale","University - Rosedale","Elections Ontario",35112,ocd-division/country:ca/ed:35112-2023,University—Rosedale,University—Rosedale,"Federal Redistribution"
Canada,M6G3B1,43.666277,-79.419297,1,place,,,"Toronto, ON M6G",,,,,Toronto,ON,,M6G,CA,"CanVec+ by Natural Resources Canada",,3520,Toronto,CDR,"Census division / Division de recensement CT County / Comté",3520005,Toronto,3520005,Toronto,C,"City / Cité",Toronto,535,"CMA or CA",1,"Census subdivision within census metropolitan area",535,Toronto,B,"Census metropolitan area (CMA)",5350093.00,2021,ocd-division/country:ca/province:on/ed:university-rosedale,"University - Rosedale","University - Rosedale","Elections Ontario",35112,ocd-division/country:ca/ed:35112-2023,University—Rosedale,University—Rosedale,"Federal Redistribution"
Canada,M1P4V8,43.768417,-79.268791,1,place,,,"Scarborough, ON M1P",,,,,Scarborough,ON,,M1P,CA,"CanVec+ by Natural Resources Canada",,3520,Toronto,CDR,"Census division / Division de recensement CT County / Comté",3520005,Toronto,3520005,Toronto,C,"City / Cité",Toronto,535,"CMA or CA",1,"Census subdivision within census metropolitan area",535,Toronto,B,"Census metropolitan area (CMA)",5350369.00,2021,ocd-division/country:ca/province:on/ed:94-2015,"Scarborough Centre","Scarborough Centre","Elections Ontario",35097,ocd-division/country:ca/ed:35097-2023,Scarborough—Woburn,Scarborough—Woburn,"Federal Redistribution"
Canada,M1G1J6,43.772211,-79.219309,1,place,,,"Scarborough, ON M1G",,,,,Scarborough,ON,,M1G,CA,"CanVec+ by Natural Resources Canada",,3520,Toronto,CDR,"Census division / Division de recensement CT County / Comté",3520005,Toronto,3520005,Toronto,C,"City / Cité",Toronto,535,"CMA or CA",1,"Census subdivision within census metropolitan area",535,Toronto,B,"Census metropolitan area (CMA)",5350364.01,2021,ocd-division/country:ca/province:on/ed:scarborough-guildwood,"Scarborough - Guildwood","Scarborough - Guildwood","Elections Ontario",35097,ocd-division/country:ca/ed:35097-2023,Scarborough—Woburn,Scarborough—Woburn,"Federal Redistribution"
Canada,M3M2X4,43.742079,-79.496383,1,place,,,"North York, ON M3M",,,,,"North York",ON,,M3M,CA,"CanVec+ by Natural Resources Canada",,3520,Toronto,CDR,"Census division / Division de recensement CT County / Comté",3520005,Toronto,3520005,Toronto,C,"City / Cité",Toronto,535,"CMA or CA",1,"Census subdivision within census metropolitan area",535,Toronto,B,"Census metropolitan area (CMA)",5350295.00,2021,ocd-division/country:ca/province:on/ed:york_centre-1953,"York Centre","York Centre","Elections Ontario",35120,ocd-division/country:ca/ed:35120-2023,York-Centre,"York Centre","Federal Redistribution"
Canada,M1B3M6,43.787909,-79.235653,1,place,,,"Scarborough, ON M1B",,,,,Scarborough,ON,,M1B,CA,"CanVec+ by Natural Resources Canada",,3520,Toronto,CDR,"Census division / Division de recensement CT County / Comté",3520005,Toronto,3520005,Toronto,C,"City / Cité",Toronto,535,"CMA or CA",1,"Census subdivision within census metropolitan area",535,Toronto,B,"Census metropolitan area (CMA)",5350378.03,2021,ocd-division/country:ca/province:on/ed:96-2015,"Scarborough North","Scarborough North","Elections Ontario",35095,ocd-division/country:ca/ed:35095-2023,Scarborough-Nord,"Scarborough North","Federal Redistribution"
Canada,M1E2M6,43.759811,-79.197542,1,place,,,"Scarborough, ON M1E",,,,,Scarborough,ON,,M1E,CA,"CanVec+ by Natural Resources Canada",,3520,Toronto,CDR,"Census division / Division de recensement CT County / Comté",3520005,Toronto,3520005,Toronto,C,"City / Cité",Toronto,535,"CMA or CA",1,"Census subdivision within census metropolitan area",535,Toronto,B,"Census metropolitan area (CMA)",5350358.03,2021,ocd-division/country:ca/province:on/ed:scarborough-guildwood,"Scarborough - Guildwood","Scarborough - Guildwood","Elections Ontario",35094,ocd-division/country:ca/ed:35094-2023,"Scarborough—Guildwood—Rouge Park","Scarborough—Guildwood—Rouge Park","Federal Redistribution"
Canada,M1E2P9,43.775697,-79.175795,1,place,,,"Scarborough, ON M1E",,,,,Scarborough,ON,,M1E,CA,"CanVec+ by Natural Resources Canada",,3520,Toronto,CDR,"Census division / Division de recensement CT County / Comté",3520005,Toronto,3520005,Toronto,C,"City / Cité",Toronto,535,"CMA or CA",1,"Census subdivision within census metropolitan area",535,Toronto,B,"Census metropolitan area (CMA)",5350360.00,2021,ocd-division/country:ca/province:on/ed:scarborough-rouge_park,"Scarborough - Rouge Park","Scarborough - Rouge Park","Elections Ontario",35094,ocd-division/country:ca/ed:35094-2023,"Scarborough—Guildwood—Rouge Park","Scarborough—Guildwood—Rouge Park","Federal Redistribution"
Canada,M1E2N8,43.771497,-79.186638,1,place,,,"Scarborough, ON M1E",,,,,Scarborough,ON,,M1E,CA,"CanVec+ by Natural Resources Canada",,3520,Toronto,CDR,"Census division / Division de recensement CT County / Comté",3520005,Toronto,3520005,Toronto,C,"City / Cité",Toronto,535,"CMA or CA",1,"Census subdivision within census metropolitan area",535,Toronto,B,"Census metropolitan area (CMA)",5350359.00,2021,ocd-division/country:ca/province:on/ed:scarborough-rouge_park,"Scarborough - Rouge Park","Scarborough - Rouge Park","Elections Ontario",35094,ocd-division/country:ca/ed:35094-2023,"Scarborough—Guildwood—Rouge Park","Scarborough—Guildwood—Rouge Park","Federal Redistribution"
Canada,M5V3W3,43.641116,-79.402673,1,place,,,"Toronto, ON M5V",,,,,Toronto,ON,,M5V,CA,"CanVec+ by Natural Resources Canada",,3520,Toronto,CDR,"Census division / Division de recensement CT County / Comté",3520005,Toronto,3520005,Toronto,C,"City / Cité",Toronto,535,"CMA or CA",1,"Census subdivision within census metropolitan area",535,Toronto,B,"Census metropolitan area (CMA)",5350010.02,2021,ocd-division/country:ca/province:on/ed:spadina-fort_york,"Spadina - Fort York","Spadina - Fort York","Elections Ontario",35100,ocd-division/country:ca/ed:35100-2023,Spadina—Harbourfront,Spadina—Harbourfront,"Federal Redistribution"
Canada,M1H2X1,43.776911,-79.246111,1,place,,,"Scarborough, ON M1H",,,,,Scarborough,ON,,M1H,CA,"CanVec+ by Natural Resources Canada",,3520,Toronto,CDR,"Census division / Division de recensement CT County / Comté",3520005,Toronto,3520005,Toronto,C,"City / Cité",Toronto,535,"CMA or CA",1,"Census subdivision within census metropolitan area",535,Toronto,B,"Census metropolitan area (CMA)",5350363.06,2021,ocd-division/country:ca/province:on/ed:scarborough-guildwood,"Scarborough - Guildwood","Scarborough - Guildwood","Elections Ontario",35097,ocd-division/country:ca/ed:35097-2023,Scarborough—Woburn,Scarborough—Woburn,"Federal Redistribution"
Canada,M5A2R9,43.659073,-79.371006,1,place,,,"Toronto, ON M5A",,,,,Toronto,ON,,M5A,CA,"CanVec+ by Natural Resources Canada",,3520,Toronto,CDR,"Census division / Division de recensement CT County / Comté",3520005,Toronto,3520005,Toronto,C,"City / Cité",Toronto,535,"CMA or CA",1,"Census subdivision within census metropolitan area",535,Toronto,B,"Census metropolitan area (CMA)",5350032.00,2021,ocd-division/country:ca/province:on/ed:toronto_centre-2004,"Toronto Centre","Toronto Centre","Elections Ontario",35109,ocd-division/country:ca/ed:35109-2023,Toronto-Centre,"Toronto Centre","Federal Redistribution"
Canada,NAN,56.643148,-61.861249,1,place,,,"Nain, NL A0P",,,,,Nain,NL,,A0P,CA,"CanVec+ by Natural Resources Canada",,1011,"Division No. 11",CDR,"Census division / Division de recensement CT County / Comté",1011040,"Division No. 11, Subd. E",1011040,"Division No. 11, Subd. E",SNO,"Subdivision of unorganized / Subdivision non organisée","West Coast--Northern Peninsula--Labrador / Côte-ouest--Northern Peninsula--Labrador",999,"No influence",7,"Census subdivision outside of census metropolitan area/census agglomeration area having no metropolitan influence",999,"No metropolitan influenced zone (N.L.) / Aucune zone d'influence métropolitaine (T.-N.-L.)",J,"Not applicable (outside of CMA or CA)",,2021,ocd-division/country:ca/province:nl/ed:torngat_mountains,"Torngat Mountains","Torngat Mountains","Elections NL",10004,ocd-division/country:ca/ed:10004-2023,Labrador,Labrador,"Federal Redistribution"
Canada,M1M1P8,43.733327,-79.223927,1,place,,,"Scarborough, ON M1M",,,,,Scarborough,ON,,M1M,CA,"CanVec+ by Natural Resources Canada",,3520,Toronto,CDR,"Census division / Division de recensement CT County / Comté",3520005,Toronto,3520005,Toronto,C,"City / Cité",Toronto,535,"CMA or CA",1,"Census subdivision within census metropolitan area",535,Toronto,B,"Census metropolitan area (CMA)",5350332.00,2021,ocd-division/country:ca/province:on/ed:98-2015,"Scarborough Southwest","Scarborough Southwest","Elections Ontario",35096,ocd-division/country:ca/ed:35096-2023,Scarborough-Sud-Ouest,"Scarborough Southwest","Federal Redistribution"
Canada,M6N3V7,43.668653,-79.483234,1,place,,,"Toronto, ON M6N",,,,,Toronto,ON,,M6N,CA,"CanVec+ by Natural Resources Canada",,3520,Toronto,CDR,"Census division / Division de recensement CT County / Comté",3520005,Toronto,3520005,Toronto,C,"City / Cité",Toronto,535,"CMA or CA",1,"Census subdivision within census metropolitan area",535,Toronto,B,"Census metropolitan area (CMA)",5350106.00,2021,ocd-division/country:ca/province:on/ed:york_south-weston,"York South - Weston","York South - Weston","Elections Ontario",35105,ocd-division/country:ca/ed:35105-2023,"Taiaiako'n—Parkdale—High Park","Taiaiako'n—Parkdale—High Park","Federal Redistribution"
Canada,M5A2N2,43.658763,-79.373837,1,place,,,"Toronto, ON M5A",,,,,Toronto,ON,,M5A,CA,"CanVec+ by Natural Resources Canada",,3520,Toronto,CDR,"Census division / Division de recensement CT County / Comté",3520005,Toronto,3520005,Toronto,C,"City / Cité",Toronto,535,"CMA or CA",1,"Census subdivision within census metropolitan area",535,Toronto,B,"Census metropolitan area (CMA)",5350032.00,2021,ocd-division/country:ca/province:on/ed:toronto_centre-2004,"Toronto Centre","Toronto Centre","Elections Ontario",35109,ocd-division/country:ca/ed:35109-2023,Toronto-Centre,"Toronto Centre","Federal Redistribution"
Canada,M5C2G1,43.650797,-79.375054,1,place,,,"Toronto, ON M5C",,,,,Toronto,ON,,M5C,CA,"CanVec+ by Natural Resources Canada",,3520,Toronto,CDR,"Census division / Division de recensement CT County / Comté",3520005,Toronto,3520005,Toronto,C,"City / Cité",Toronto,535,"CMA or CA",1,"Census subdivision within census metropolitan area",535,Toronto,B,"Census metropolitan area (CMA)",5350015.00,2021,ocd-division/country:ca/province:on/ed:toronto_centre-2004,"Toronto Centre","Toronto Centre","Elections Ontario",35109,ocd-division/country:ca/ed:35109-2023,Toronto-Centre,"Toronto Centre","Federal Redistribution"
Canada,M5V2H3,43.648747,-79.393238,1,place,,,"Toronto, ON M5V",,,,,Toronto,ON,,M5V,CA,"CanVec+ by Natural Resources Canada",,3520,Toronto,CDR,"Census division / Division de recensement CT County / Comté",3520005,Toronto,3520005,Toronto,C,"City / Cité",Toronto,535,"CMA or CA",1,"Census subdivision within census metropolitan area",535,Toronto,B,"Census metropolitan area (CMA)",5350011.02,2021,ocd-division/country:ca/province:on/ed:spadina-fort_york,"Spadina - Fort York","Spadina - Fort York","Elections Ontario",35100,ocd-division/country:ca/ed:35100-2023,Spadina—Harbourfront,Spadina—Harbourfront,"Federal Redistribution"
Canada,L4L8P5,43.77194,-79.539383,1,place,,,"Woodbridge, ON L4L",,,,,Woodbridge,ON,,L4L,CA,"CanVec+ by Natural Resources Canada",,3519,York,RM,"Regional municipality",3519028,Vaughan,3519028,Vaughan,CY,City,Toronto,535,"CMA or CA",1,"Census subdivision within census metropolitan area",535,Toronto,B,"Census metropolitan area (CMA)",5350412.04,2021,ocd-division/country:ca/province:on/ed:vaughan-woodbridge,"Vaughan - Woodbridge","Vaughan - Woodbridge","Elections Ontario",35113,ocd-division/country:ca/ed:35113-2023,Vaughan—Woodbridge,Vaughan—Woodbridge,"Federal Redistribution"
Canada,M3L1A5,43.718942,-79.51595,1,place,,,"North York, ON M3L",,,,,"North York",ON,,M3L,CA,"CanVec+ by Natural Resources Canada",,3520,Toronto,CDR,"Census division / Division de recensement CT County / Comté",3520005,Toronto,3520005,Toronto,C,"City / Cité",Toronto,535,"CMA or CA",1,"Census subdivision within census metropolitan area",535,Toronto,B,"Census metropolitan area (CMA)",5350292.00,2021,ocd-division/country:ca/province:on/ed:humber_river-black_creek,"Humber River - Black Creek","Humber River - Black Creek","Elections Ontario",35041,ocd-division/country:ca/ed:35041-2023,"Humber River—Black Creek","Humber River—Black Creek","Federal Redistribution"
Canada,M5T2V4,43.650083,-79.402607,1,place,,,"Toronto, ON M5T",,,,,Toronto,ON,,M5T,CA,"CanVec+ by Natural Resources Canada",,3520,Toronto,CDR,"Census division / Division de recensement CT County / Comté",3520005,Toronto,3520005,Toronto,C,"City / Cité",Toronto,535,"CMA or CA",1,"Census subdivision within census metropolitan area",535,Toronto,B,"Census metropolitan area (CMA)",5350039.00,2021,ocd-division/country:ca/province:on/ed:spadina-fort_york,"Spadina - Fort York","Spadina - Fort York","Elections Ontario",35112,ocd-division/country:ca/ed:35112-2023,University—Rosedale,University—Rosedale,"Federal Redistribution"
Canada,M5H1H9,0,0,0,,,,,"Could not geocode address. No matches found.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,M6C2R5,43.691896,-79.440076,1,place,,,"York, ON M6C",,,,,York,ON,,M6C,CA,"CanVec+ by Natural Resources Canada",,3520,Toronto,CDR,"Census division / Division de recensement CT County / Comté",3520005,Toronto,3520005,Toronto,C,"City / Cité",Toronto,535,"CMA or CA",1,"Census subdivision within census metropolitan area",535,Toronto,B,"Census metropolitan area (CMA)",5350164.00,2021,ocd-division/country:ca/province:on/ed:toronto-st._paul~s,"Toronto - St. Paul's","Toronto - St. Paul's","Elections Ontario",35022,ocd-division/country:ca/ed:35022-2023,Davenport,Davenport,"Federal Redistribution"
Canada,M5B2P3,43.659503,-79.381435,1,place,,,"Toronto, ON M5B",,,,,Toronto,ON,,M5B,CA,"CanVec+ by Natural Resources Canada",,3520,Toronto,CDR,"Census division / Division de recensement CT County / Comté",3520005,Toronto,3520005,Toronto,C,"City / Cité",Toronto,535,"CMA or CA",1,"Census subdivision within census metropolitan area",535,Toronto,B,"Census metropolitan area (CMA)",5350034.01,2021,ocd-division/country:ca/province:on/ed:toronto_centre-2004,"Toronto Centre","Toronto Centre","Elections Ontario",35109,ocd-division/country:ca/ed:35109-2023,Toronto-Centre,"Toronto Centre","Federal Redistribution"
Canada,M5B1H3,43.660139,-79.379909,1,place,,,"Toronto, ON M5B",,,,,Toronto,ON,,M5B,CA,"CanVec+ by Natural Resources Canada",,3520,Toronto,CDR,"Census division / Division de recensement CT County / Comté",3520005,Toronto,3520005,Toronto,C,"City / Cité",Toronto,535,"CMA or CA",1,"Census subdivision within census metropolitan area",535,Toronto,B,"Census metropolitan area (CMA)",5350034.01,2021,ocd-division/country:ca/province:on/ed:toronto_centre-2004,"Toronto Centre","Toronto Centre","Elections Ontario",35109,ocd-division/country:ca/ed:35109-2023,Toronto-Centre,"Toronto Centre","Federal Redistribution"
Canada,M5A1C1,43.647253,-79.361928,1,place,,,"Toronto, ON M5A",,,,,Toronto,ON,,M5A,CA,"CanVec+ by Natural Resources Canada",,3520,Toronto,CDR,"Census division / Division de recensement CT County / Comté",3520005,Toronto,3520005,Toronto,C,"City / Cité",Toronto,535,"CMA or CA",1,"Census subdivision within census metropolitan area",535,Toronto,B,"Census metropolitan area (CMA)",5350017.02,2021,ocd-division/country:ca/province:on/ed:spadina-fort_york,"Spadina - Fort York","Spadina - Fort York","Elections Ontario",35100,ocd-division/country:ca/ed:35100-2023,Spadina—Harbourfront,Spadina—Harbourfront,"Federal Redistribution"
Canada,M6K3C3,43.632137,-79.427995,1,place,,,"Toronto, ON M6K",,,,,Toronto,ON,,M6K,CA,"CanVec+ by Natural Resources Canada",,3520,Toronto,CDR,"Census division / Division de recensement CT County / Comté",3520005,Toronto,3520005,Toronto,C,"City / Cité",Toronto,535,"CMA or CA",1,"Census subdivision within census metropolitan area",535,Toronto,B,"Census metropolitan area (CMA)",5350008.02,2021,ocd-division/country:ca/province:on/ed:spadina-fort_york,"Spadina - Fort York","Spadina - Fort York","Elections Ontario",35100,ocd-division/country:ca/ed:35100-2023,Spadina—Harbourfront,Spadina—Harbourfront,"Federal Redistribution"
